dataset,best_condition_by_nmi,nmi_mean,ari_mean,delta_nmi_vs_baseline,delta_ari_vs_baseline
citeseer,B15_ECHF_s60,0.08704918985313732,0.08435234992777663,0.0007046274464676261,0.0008115497061511601
cora,B15_ECHF_s60,0.1460143996407153,0.11419220329671365,0.006948318344319748,0.01037803186367571
photo,B15_ECHF_s60,0.0540956721323278,0.03093783365569945,0.010868378162127858,0.007640250956771056
