dataset,best_condition_by_nmi,nmi_mean,ari_mean,acc_mean,si_loss_mean,modularity_mean,conductance_mean,conductance_weighted_mean,delta_nmi_vs_baseline,delta_ari_vs_baseline
urban_beijing_plot,G17_V5_temp15,0.010500272802581699,-1.7021450192820094e-05,0.02587369711833231,15.95346450805664,0.00045969337224960327,0.9839340448379517,0.9838629364967346,,
urban_chicago_plot,G15_ECHF_main,0.011082102733526845,4.502942935993798e-05,0.025821278896850073,15.556632995605469,0.0009228754788637161,0.9834683537483215,0.9834218621253967,,
urban_paris_plot,G15_ECHF_main,0.015872838129464103,6.143221789008391e-05,0.02574498276910602,12.705060958862305,-0.0008464930579066277,0.9853314161300659,0.9850330352783203,,
