condition,datasets_covered_e60,mean_nmi_e60,mean_ari_e60,mean_acc_e60,mean_delta_nmi_vs_baseline_e60,mean_delta_ari_vs_baseline_e60,win_rate_nmi_vs_baseline_e60,win_rate_ari_vs_baseline_e60,mean_nmi_trial_std_e60,mean_ari_trial_std_e60,mean_stability_pair_nmi_e60,mean_si_loss_e60,mean_modularity_e60,mean_conductance_e60,mean_conductance_weighted_e60,mean_pred_n_clusters_e60,mean_pred_cluster_size_cv_e60,mean_known_label_ratio_e60,mean_seconds_e60,rank_score_e60,datasets_covered_e20,mean_nmi_e20,mean_ari_e20,mean_acc_e20,mean_delta_nmi_vs_baseline_e20,mean_delta_ari_vs_baseline_e20,win_rate_nmi_vs_baseline_e20,win_rate_ari_vs_baseline_e20,mean_nmi_trial_std_e20,mean_ari_trial_std_e20,mean_stability_pair_nmi_e20,mean_si_loss_e20,mean_modularity_e20,mean_conductance_e20,mean_conductance_weighted_e20,mean_pred_n_clusters_e20,mean_pred_cluster_size_cv_e20,mean_known_label_ratio_e20,mean_seconds_e20,rank_score_e20,delta_mean_nmi_e60_minus_e20,delta_mean_ari_e60_minus_e20,delta_mean_acc_e60_minus_e20,delta_mean_nmi_trial_std_e60_minus_e20,delta_mean_ari_trial_std_e60_minus_e20,delta_mean_stability_pair_nmi_e60_minus_e20,delta_mean_si_loss_e60_minus_e20,delta_mean_modularity_e60_minus_e20,delta_mean_conductance_e60_minus_e20,delta_mean_conductance_weighted_e60_minus_e20,delta_mean_pred_n_clusters_e60_minus_e20,delta_mean_pred_cluster_size_cv_e60_minus_e20,delta_mean_seconds_e60_minus_e20
G15_ECHF_main,13,0.0218705067106824,0.0005596469023337,0.0330772645142168,,,0.0,0.0,4.892809804037148e-19,1.685378377100864e-20,1.0,14.617905641213442,0.0055675633633748,0.9793811944814828,0.9785198141367007,64.0,0.1406808010278604,0.1767848850442813,78.05768192731418,,13,0.0186766593605231,-1.845025148656605e-05,0.0277184843657463,,,0.0,0.0,2.335204679199548e-19,3.2578190279011552e-21,1.0,14.636741564824032,0.000353400189525,0.9840360727065648,0.98392764880107,64.0,0.0613636571245315,0.1767848850442813,29.814183216828567,,0.0031938473501593005,0.0005780971538202661,0.005358780148470504,2.5576051248376003e-19,1.3595964743107484e-20,0.0,-0.018835923610589944,0.0052141631738498,-0.0046548782250820375,-0.0054078346643692266,0.0,0.0793171439033289,48.24349871048561
G17_V5_temp15,13,0.0213721140450171,0.0004606432013196,0.0325700970809829,,,0.0,0.0,3.5584071302088354e-19,7.645015318808044e-21,1.0,14.558947440905447,0.0049208627583888,0.979936210008768,0.979174554347992,64.0,0.1333080984843083,0.1767848850442813,76.74044875609569,,13,0.0186841208747932,-1.718786036340178e-05,0.0277254784590881,,,0.0,0.0,4.55920913558007e-19,2.215316938972785e-21,1.0,14.575567661187588,0.0002938205949389,0.9840891728034388,0.9839649918751838,64.0,0.0621652074922353,0.1767848850442813,29.532077697607185,,0.002687993170223897,0.00047783106168300176,0.0048446186218948015,-1.0008020053712347e-19,5.429698379835259e-21,0.0,-0.016620220282140608,0.004627042163449901,-0.004152962794670811,-0.004790437527191771,0.0,0.071142890992073,47.2083710584885
