dataset,seed,nmi_g15,nmi_g17,delta_nmi_g15_minus_g17,ari_g15,ari_g17,delta_ari_g15_minus_g17,acc_g15,acc_g17,delta_acc_g15_minus_g17,winner_by_nmi
urban_bangkok_plot,0,0.019654315969962775,0.019846496305835386,-0.0001921803358726111,0.0004551490744293903,0.0004170328052250938,3.811626920429648e-05,0.03371035706365048,0.03282324240408073,0.0008871146595697474,G17_V5_temp15
urban_bangkok_plot,1,0.02109481748827705,0.020501360962787218,0.0005934565254898314,0.00043687144936911887,0.00029450304023274064,0.00014236840913637824,0.03304502106897316,0.03237968507429585,0.0006653359946773088,G15_ECHF_main
