condition,datasets_covered,mean_nmi,mean_ari,mean_acc,mean_delta_nmi_vs_baseline,mean_delta_ari_vs_baseline,win_rate_nmi_vs_baseline,win_rate_ari_vs_baseline,mean_nmi_trial_std,mean_ari_trial_std,mean_stability_pair_nmi,mean_si_loss,mean_modularity,mean_conductance,mean_conductance_weighted,mean_pred_n_clusters,mean_pred_cluster_size_cv,mean_known_label_ratio,mean_seconds,rank_score
G15_ECHF_main,13,0.02181393565136227,0.0005017454040860335,0.03323459904361525,,,0.0,0.0,0.0,0.0,0.0,14.617787764622616,0.0052580361326153464,0.979699398462589,0.9788179580981915,64.0,0.1434798386807625,0.1767848850442813,66.3097401032081,
G17_V5_temp15,13,0.021368117344265605,0.00040998607768798597,0.03280868309844666,,,0.0,0.0,0.0,0.0,0.0,14.55885204902062,0.0046155833854125096,0.9802546271911035,0.9794745055528787,64.0,0.13518924652956998,0.1767848850442813,53.74205324283013,
