mean_nmi_60,mean_nmi_100,mean_ari_60,mean_ari_100,mean_sec_60,mean_sec_100,mean_delta_nmi_100_minus_60,mean_delta_ari_100_minus_60,mean_delta_sec_100_minus_60,dataset_wins_100_by_nmi,dataset_wins_60_by_nmi
0.21086419293092076,0.21934564395552575,0.17127303696851537,0.1827848249195696,36.57643386522929,36.28260897000631,0.00848145102460501,0.011511787951054227,-0.29382489522297883,2,3
