condition,datasets_covered,mean_nmi,mean_ari,mean_delta_nmi_vs_baseline,mean_delta_ari_vs_baseline,win_rate_nmi_vs_baseline,win_rate_ari_vs_baseline,mean_seconds,rank_score
B15_PATHB_v12_hier,5,0.21934564395552578,0.1827848249195696,,,0.0,0.0,36.28260897000631,
B15_PATHB_v12_hier_sched60,5,0.2108641929309208,0.17127303696851537,,,0.0,0.0,36.57643386522928,
