condition,dataset,n_runs_ok,nmi_mean,nmi_std,ari_mean,ari_std,seconds_mean
B0_V1_baseline,citeseer,1,0.0724879623237054,0.0,0.0768312555167949,0.0,6.497994899749756
B0_V1_baseline,cora,1,0.14212311802211341,0.0,0.0882200079156924,0.0,8.47441053390503
B0_V1_baseline,photo,1,0.1353803928520881,0.0,0.07888642073734739,0.0,10.768097162246704
B15_ECHF_main,citeseer,1,0.07253391516985698,0.0,0.073981531362627,0.0,6.887794494628906
B15_ECHF_main,cora,1,0.15475781128701893,0.0,0.10912845988042011,0.0,6.711436033248901
B15_ECHF_main,photo,1,0.14521471841700181,0.0,0.08736870758986626,0.0,11.566794872283936
B15_ECHF_s60,citeseer,1,0.0729175522515872,0.0,0.07389691296998403,0.0,6.826290607452393
B15_ECHF_s60,cora,1,0.15696322154579267,0.0,0.11189987905915597,0.0,6.719330072402954
B15_ECHF_s60,photo,1,0.14544600616284623,0.0,0.08532501772317408,0.0,11.536740779876709
