condition,n_completed_runs,mean_nmi,mean_ari,mean_acc,mean_si_loss,mean_modularity,mean_conductance,mean_seconds
G15_ECHF_main,2,0.020374566729119914,0.0004460102618992546,0.03337768906631182,,,0.980350911617279,
G17_V5_temp15,3,0.018187662982702277,0.0004304710013127648,0.035304715862912776,,,0.980323076248169,
