condition,datasets_covered,mean_nmi,mean_ari,mean_acc,mean_delta_nmi_vs_baseline,mean_delta_ari_vs_baseline,win_rate_nmi_vs_baseline,win_rate_ari_vs_baseline,mean_nmi_trial_std,mean_ari_trial_std,mean_stability_pair_nmi,mean_si_loss,mean_modularity,mean_conductance,mean_conductance_weighted,mean_pred_n_clusters,mean_pred_cluster_size_cv,mean_known_label_ratio,mean_seconds,rank_score
G15_ECHF_main,13,0.02187050671068249,0.0005596469023337857,0.033077264514216886,,,0.0,0.0,4.892809804037148e-19,1.685378377100864e-20,1.0,14.617905641213442,0.005567563363374808,0.9793811944814829,0.9785198141367007,64.0,0.1406808010278604,0.1767848850442813,78.05768192731418,
G17_V5_temp15,13,0.021372114045017154,0.00046064320131969583,0.032570097080982977,,,0.0,0.0,3.558407130208835e-19,7.645015318808044e-21,1.0,14.558947440905449,0.004920862758388886,0.979936210008768,0.9791745543479919,64.0,0.1333080984843083,0.1767848850442813,76.74044875609569,
