condition,datasets_covered,mean_nmi,mean_ari,mean_acc,mean_delta_nmi_vs_baseline,mean_delta_ari_vs_baseline,win_rate_nmi_vs_baseline,win_rate_ari_vs_baseline,mean_nmi_trial_std,mean_ari_trial_std,mean_stability_pair_nmi,mean_si_loss,mean_modularity,mean_conductance,mean_conductance_weighted,mean_pred_n_clusters,mean_pred_cluster_size_cv,mean_known_label_ratio,mean_seconds,rank_score
B15_ECHF_main,13,0.021795735337312046,0.0005214207720164254,0.03366101179269065,,,0.0,0.0,0.0,1.8765037600710653e-20,1.0,14.6180755175077,0.005374710003917034,0.979542062832759,0.9787066257916964,64.0,0.1451805904507637,0.1767848850442813,43.871554393034714,
G15_ECHF_main,13,0.021753943643983052,0.0005133283554150029,0.033719276557706415,,,0.0,0.0,1.3344026738283132e-19,8.340016711426958e-21,1.0,14.618218862093412,0.005319858829562481,0.9795879400693454,0.9787629338411185,64.0,0.14425745950295374,0.1767848850442813,40.316324087289665,
