condition,datasets_covered,mean_nmi,mean_ari,mean_acc,mean_delta_nmi_vs_baseline,mean_delta_ari_vs_baseline,win_rate_nmi_vs_baseline,win_rate_ari_vs_baseline,mean_nmi_trial_std,mean_ari_trial_std,mean_stability_pair_nmi,mean_si_loss,mean_modularity,mean_conductance,mean_conductance_weighted,mean_pred_n_clusters,mean_pred_cluster_size_cv,mean_known_label_ratio,mean_seconds,rank_score
G15_ECHF_main,3,0.012442025290866738,3.00457489604188e-05,0.025854194313749107,,,0.0,0.0,0.0,0.0,0.0,14.754724502563477,0.00019240782906611761,0.9842291076978048,0.9840946594874064,64.0,0.06260822216669719,0.26787881801525754,42.05011526743571,
G17_V5_temp15,3,0.01240675420183122,1.1451161131227882e-05,0.02583582841405894,,,0.0,0.0,0.0,0.0,0.0,14.702551205952963,0.00013256041953961054,0.9843013683954874,0.984143873055776,64.0,0.06313417106866837,0.26787881801525754,40.27629558245341,
